관광지명,위도,경도,소재지주소
해달별천문대,35.07478024,127.5540516,전라남도 광양시 봉강면 하조길 91-20
백운산자연휴양림,35.05645795,127.5976491,전라남도 광양시 옥룡면 백계로 33
광양 옥룡사지,35.04701721,127.6085305,전라남도 광양시 옥룡면 추산리 산 35-1
쉬자파크,37.51122354,127.5331978,경기도 양평군 양평읍 쉬자파크길 193
예당관광지,36.63801252,126.799434,충청남도 예산군 응봉면 예당관광로 161
덕산온천관광단지,36.69075649,126.659328,충청남도 예산군 덕산면 온천단지2로 11
장흥관광지,37.73281632,126.9492504,경기도 양주시 장흥면 권율로 193
공릉관광지,37.7498111,126.8335655,경기도 파주시 조리읍 장곡로 218
주문진해변관광지,37.91144947,128.8177557,강원특별자치도 강릉시 주문진읍 주문북로 222-30
연곡해변관광지,37.85990446,128.8520583,강원특별자치도 강릉시 연곡면 해안로 1282
등명해변관광지,37.70232906,129.0161926,강원특별자치도 강릉시 강동면 정동등명길 2
대관령어흘리관광지,37.719113,128.7960845,강원특별자치도 강릉시 성산면 삼포암길 17
무극전적국민관광지,36.95063812,127.6470132,충청북도 음성군 음성읍 생음대로 594
통일전망대,38.51438609,128.416703,강원특별자치도 고성군 현내면 금강산로 481
화진포역사안보전시관,38.47250515,128.4430602,강원특별자치도 고성군 거진읍 화진포길 280
사선대관광지,35.672357,127.2746265,전라북도 임실군 관촌면 사선2길 68-7
유니온파크,37.54654783,127.2205032,경기도 하남시 미사대로 710
광주향교,37.52207622,127.1984175,경기도 하남시 대성로 126-13
이성산성,37.52530687,127.1847777,경기도 하남시 춘궁동 산 36
미사경정공원,37.55330797,127.2131671,경기도 하남시 미사대로 505
자갈치시장,35.09661444,129.0305818,부산광역시 중구 자갈치해안로 52
마니산 국민관광지,37.63245827,126.4237957,인천광역시 강화군 화도면 마니산로675번길 18
가산수피아,36.086109,128.485044,경상북도 칠곡군 가산면 학하들안2길 105
국립칠곡숲체원,36.063539,128.466183,경상북도 칠곡군 석적읍 유학로 532
회동관광지,34.42726548,126.3513474,전라남도 진도군 고군면 신비의바닷길 148
아리랑마을관광지,34.38201529,126.2310334,전라남도 진도군 임회면 아리랑길 95-5
옥계해변관광지,37.62673237,129.0485254,강원특별자치도 강릉시 옥계면 금진솔밭길 104-29
청도레일바이크,35.58811543,128.7661723,경상북도 청도군 청도읍 하지길 46-51
청도자전거공원,35.5881145,128.7661742,경상북도 청도군 청도읍 하지길 46-51
청도신화랑풍류마을,35.71807645,128.9223074,경상북도 청도군 운문면 신화랑길 1
새마을운동발상지기념공원,35.60012971,128.7661487,경상북도 청도군 청도읍 새마을1길 34
청도소싸움경기장,35.6867346,128.7251449,경상북도 청도군 화양읍 남성현로 348
은평역사한옥박물관,37.64033246,126.9380102,서울특별시 은평구 연서로50길 8
금성당,37.63513547,126.92538,서울특별시 은평구 진관2로 57-23
일강김철선생기념관,35.18893103,126.4801235,전라남도 함평군 신광면 일강로 873-12
꽃무릇공원,35.18352786,126.5452774,전라남도 함평군 해보면 용천사길 209
함평자동차극장,35.0591292,126.5232366,전라남도 함평군 함평읍 함장로 1162
다대포해수욕장,35.04638172,128.9680068,부산광역시 사하구 몰운대1길 14(다대동)
낙동강하구아미산전망대,35.05276243,128.9607468,부산광역시 사하구 다대낙조2길 77(다대동)
을숙도 생태공원,35.11008837,128.9449571,부산광역시 사하구 낙동남로1233번길 25(하단동)
을숙도 철새공원,35.10449092,128.9459791,부산광역시 사하구 낙동남로 1240(하단동)
감천문화마을,35.09748815,129.0106077,부산광역시 사하구 감내2로 203(감천동)
신영,37.747692,127.7255067,강원도 춘천시 동산면 종자리로 148-16
철암탄광역사촌,37.11436554,129.0372165,강원특별자치도 태백시 동태백로 406
석탄박물관,37.11724029,128.9505662,강원특별자치도 태백시 천제단길 195
태백고생대자연사박물관,37.0948994,129.0396319,강원특별자치도 태백시 태백로 2249
무릉계곡,37.463551,129.014511,강원특별자치도 동해시 삼화로 584
팔봉산관광지,37.703098,127.695183,강원도 홍천군 서면 한치골길 1124
소노벨비발디파크,37.65233706,127.6873348,강원도 홍천군 서면 한치골길 262
장호관광지,37.2868038,129.3079336,강원도 삼척시 근덕면 삼척로 2154
초당관광지,37.37650408,129.2047561,강원도 삼척시 근덕면 미근로 1629
을지전망대,38.32452923,128.1356817,강원도 양구군 해안면 전망대로 540
제4땅굴,38.31963688,128.1107257,강원도 양구군 해안면 땅굴로 454
양구 DMZ 조이나믹 체험장,38.28900491,128.1464817,강원도 양구군 해안면 해안서화로 47-6
양구 통일관,38.2900609,128.1455851,강원도 양구군 해안면 해안서화로 35
백룡동굴,37.27786356,128.577051,강원도 평창군 미탄면 문희길 63
이효석문화예술촌,37.61317426,128.3701239,강원도 평창군 봉평면 효석문학길 73-25
평창돌문화체험관,37.376584,128.409516,강원도 평창군 평창읍 바위공원길 111
마하생태관광지,37.2924471,128.5419693,강원도 평창군 미탄면 마하리 일원
구곡폭포,37.797033,127.615852,강원도 춘천시 남산면 강촌구곡길 254
춘천호반,37.825714,127.659368,강원도 춘천시 서면 경춘로 1401-25
청평사(춘천),37.98607131,127.808407,강원도 춘천시 북산면 오봉산길 810
두타연,38.246783,127.9816923,강원도 양구군 방산면 두타연로 297
한반도섬,38.130582,127.982972,강원도 양구군 양구읍 고대리 649-1
국토정중앙천문대,38.0689384,128.0296768,강원도 양구군 남면 국토정중앙로 127
속리산 법주사,36.53993659,127.8306346,충청북도 보은군 속리산면 법주사로 379
동학농민혁명기념공원,36.51567136,127.7591951,충청북도 보은군 보은읍 동학로 236-22
함평엑스포공원,35.05813923,126.5226056,전라남도 함평군 함평읍 곤재로 27
용문산 관광지,37.54529617,127.583066,경기도 양평군 용문면 용문산로 641
두물머리,37.53362262,127.3174715,경기도 양평군 양서면 두물머리길 145
세미원,37.54093866,127.3239608,경기도 양평군 양서면 양수로 93
율포해수욕장,34.67002926,127.0890241,전라남도 보성군 회천면 우암길 24
한국차문화공원,34.71987643,127.0817099,전라남도 보성군 보성읍 녹차로 775
금마관광지,36.0015063,127.0570781,전라북도 익산시 금마면 고도9길 41-14
미륵사지관광지,36.01154232,127.0287139,전라북도 익산시 금마면 미륵사지로 362
왕궁보석테마 관광지,35.99061279,127.1025486,전라북도 익산시 왕궁면 호반로 8
웅포관광지,36.06581391,126.8754193,전라북도 익산시 웅포면 강변로 25
석정온천관광지,35.43111098,126.7405968,전라북도 고창군 고창읍 석정2로 173
오동도,34.7443435,127.764121,전라남도 여수시 오동도로 222
고석정,38.18542141,127.2874037,강원도 철원군 동송읍 태봉로 1825
통일전망대,38.51438609,128.416703,강원도 고성군 현내면 금강산로 481
화진포역사안보전시관,38.47250515,128.4430602,강원도 고성군 거진읍 화진포길 280
화진포해양박물관,38.481345,128.435682,강원도 고성군 현내면 화진포길 412
보은 삼년산성,36.48993999,127.7417752,충청북도 보은군 보은읍 성주1길 104
보은 우당고택,36.46857583,127.7906134,충청북도 보은군 장안면 개안길 10-2
성옥기념관,34.78698576,126.3798645,전라남도 목포시 영산로 11
구 동본원사 목포별원,34.78970032,126.3842863,전라남도 목포시 영산로 75번길 5
유달산,34.79142993,126.3759183,전라남도 목포시 유달로 180
서산동 시화골목,34.78174519,126.3773176,전라남도 목포시 해안로 127번길 14-2
용연동굴,37.20888277,128.9418601,강원특별자치도 태백시 태백로 283-29
용현자연휴양림,36.7518805,126.6076383,충청남도 서산시 운산면 마애삼존불길 339
해미읍성,36.71355717,126.5503842,충청남도 서산시 해미면 남문2로 143
가위박물관,35.76592077,127.4150023,전라북도 진안군 진안읍 마이산로 258
반남고분군,34.91475649,126.6613546,전라남도 나주시 반남면 고분로 756
백호문학관,34.99694703,126.6668094,전라남도 나주시 다시면 회진길 8
무주 덕유산 리조트,35.889797,127.731389,전라북도 무주군 설천면 만선로 185
해인사,35.801504,128.0976255,경상남도 합천군 가야면 해인사길 122
대장경테마파크,35.76749785,128.1365362,경상남도 합천군 가야면 가야산로 1160
오도산 자연휴양림,35.67233319,128.0553007,경상남도 합천군 봉산면 오도산휴양로 398
합천박물관,35.58042271,128.2829423,경상남도 합천군 쌍책면 황강옥전로 1558
거제자연휴양림,34.785699,128.625943,경상남도 거제시 동부면 거제중앙로 325
계도어촌체험마을,34.974872,128.517512,경상남도 거제시 사등면 가조로 837
다대어촌체험마을,34.73449995,128.630513,경상남도 거제시 남부면 다대5길 11
도장포어촌체험마을,34.743449,128.662475,경상남도 거제시 남부면 도장포1길 76
쌍근어촌체험마을,34.762399,128.589438,경상남도 거제시 남부면 남부해안로 1094
광덕계곡관광지,38.07630808,127.4817356,강원특별자치도 화천군 사내면 포화로 582
은파관광지,35.95536227,126.6890748,전북특별자치도 군산시 은파순환길9 (나운동)
금강호관광지,36.01987856,126.7653058,전북특별자치도 군산시 성산면 철새로 120
유현문화관광지,37.52903211,127.8186829,강원도 횡성군 서원면 경강로유현1길 30
웰리힐리파크 관광단지,37.49012611,128.2501389,강원도 횡성군 둔내면 고원로 451
황매산군립공원,35.48184913,128.0037495,경상남도 합천군 가회면 황매산공원길 4
영상테마파크&청와대세트장,35.54877253,128.0728984,경상남도 합천군 용주면 합천호수로 757
합천댐 물문화관,35.531585,128.0295197,경상남도 합천군 대병면 합천호수로 197
황계폭포,35.51135706,128.071173,경상남도 합천군 용주면 황계2길 30
정양레포츠공원,35.55690191,128.1668052,경상남도 합천군 대양면 동부로 39-13
정양늪생태공원,35.55322772,128.162786,경상남도 합천군 대양면 대야로 730
해인사 소리길,35.76749785,128.1365362,경상남도 합천군 가야면 가야산로 1160
수동관광지,37.75797919,127.2753596,경기도 남양주시 수동면 비룡로 1635
옥계해변관광지,37.62673237,129.0485254,강원도 강릉시 옥계면 금진솔밭길 104-29
주문진해변관광지,37.91144947,128.8177557,강원도 강릉시 주문진읍 주문북로 222-30
연곡해변관광지,37.85990446,128.8520583,강원도 강릉시 연곡면 해안로 1282
화진포해양박물관,38.481345,128.435682,강원특별자치도 고성군 현내면 화진포길 412
화진포 생태박물관,38.47218738,128.4436214,강원특별자치도 고성군 거진읍 화진포길 256
송지호 관망타워,38.33623615,128.5175989,강원특별자치도 고성군 죽왕면 동해대로 6021
진하해수욕장,35.38384823,129.3460154,울산광역시 울주군 서생면 진하해변길 77
영남알프스 복합웰컴센터,35.55645417,129.0679842,울산광역시 울주군 상북면 알프스온천5길 103-8
외고산옹기마을,35.435094,129.2795067,울산광역시 울주군 온양읍 외고산 3길 36
운일암반일암,35.97596963,127.408748,전라북도 진안군 주천면 동상주천로 1924
마이산도립공원 일원,35.757066,127.3938329,전라북도 진안군 마령면 마이산남로 182
용담호및주변시설,35.94593497,127.5256742,전라북도 진안군 안천면 안용로 793
운장산자연휴양림,35.89924607,127.4211096,전라북도 진안군 정천면 휴향림길 77
데미샘자연휴양림,35.6569938,127.4610402,전라북도 진안군 백운면 데미샘1길 172
진안고원치유의숲,35.87516093,127.4177407,전라북도 진안군 정천면 봉학로 171-22
태안사계곡,35.13195828,127.3863807,전라남도 곡성군 죽곡면 태안로 622-215
서동미로시장,35.21586987,129.102466,부산광역시 금정구 서동로141번길 16
스포원파크,35.28912108,129.1070434,부산광역시 금정구 체육공원로399번길 324
한국이슬람부산성원,35.25998626,129.0922564,부산광역시 금정구 금단로 113-13
요산문학관,35.27236562,129.085732,부산광역시 금정구 팔송로 60-6
분원백자자료관,37.49625742,127.3034492,경기도 광주시 남종면 산수로 1642-1
천진암,37.42357313,127.3883989,경기도 광주시 퇴촌면 천진암로 1203
경기도자박물관,37.35028421,127.3347877,경기도 광주시 곤지암읍 경충대로 727
경안천습지생태공원,37.45920014,127.3051169,경기도 광주시 퇴촌면 산수로 1159
팔당물안개공원,37.50956344,127.3174613,경기도 광주시 남종면 산수로 1897
중대물빛공원,37.40272258,127.218054,경기도 광주시 순암로 307
문경 철로자전거(구랑리역),36.66102501,128.0993075,경상북도 문경시 마성면 구랑로 20
문경 철로자전거(가은역),36.64931827,128.0607306,경상북도 문경시 가은읍 대야로 2445
문경 오미자테마터널,36.65989315,128.1286031,경상북도 문경시 마성면 문경대로 1356-1
"고모산성, 토끼비리",36.66292256,128.1290151,경상북도 문경시 마성면 고모산성길 60
무이예술관,37.61527594,128.348787,강원도 평창군 봉평면 사리평길 233
대황강자연휴식체혐장야영장,35.12497878,127.2550756,전라남도 곡성군 석곡면 유정리 37
청계동계곡,35.31375081,127.2525557,전라남도 곡성군 곡성읍 신기리 산 190-1
도림사계곡,35.26724907,127.2575171,전라남도 곡성군 곡성읍 도림로 175
관음사,35.21469614,127.1653199,전라남도 곡성군 오산면 성덕관음길 453
천태암,35.09395689,127.2764599,전라남도 곡성군 목사동면 대신로 381-336
용산재,35.13103091,127.3210133,전라남도 곡성군 목사동면 신숭겸로 226
오션어드벤처,34.843791,128.702943,경상남도 거제시 일운면 거제대로 2660
옥포대첩기념공원,34.902196,128.714059,경상남도 거제시 팔랑포2길 87
조선해양문화관,34.833694,128.701885,경상남도 거제시 일운면 지세포해안로 41
지심도,34.820647,128.751037,경상남도 거제시 일운면 지심도길 56-12
칠천량해전공원,34.977629,128.628247,경상남도 거제시 하청면 칠천로 265-39
한산도 제승당,34.79264032,128.4759648,경상남도 통영시 한산면 한산일주로 70
통영루지,34.82440908,128.4241617,경상남도 통영시 발개로 178
박경리기념관,34.802301,128.4035792,경상남도 통영시 산양읍 산양중앙로 173
해저터널,34.83609021,128.411698,경상남도 통영시 당동 1-3
장사도해상공원,34.71373747,128.5588706,경상남도 통영시 한산면 장사도길 55
통영시립박물관,34.84075153,128.4167887,경상남도 통영시 중앙로 65
삼도수군통제영,34.84715495,128.423489,경상남도 통영시 세병로 27
평택호관광단지,36.914825,126.912951,경기도 평택시 현덕면 평택호길 48
남한산성,37.47669636,127.1884165,경기도 광주시 남한산성면 남한산성로 731
서천무지개분수대,34.9735109,127.5756854,전라남도 광양시 광양읍 칠성리 729
장도전수관,34.97705608,127.5805515,전라남도 광양시 광양읍 매천로 771
도립미술관,34.96887104,127.5903033,전라남도 광양시 순광로 680-4
광양와인동굴,34.96130264,127.6085909,전라남도 광양시 광양읍 강정길 33
광양역사문화관,34.9757671,127.5859802,전라남도 광양시 광양읍 매천로 829
사라실 라벤더 단지,35.04162939,127.270748,전라남도 광양시 주암면 문길리 산 20-2
사라실 예술촌,34.962211,127.626222,전라남도 광양시 사곡로 201
광양 마로산성,34.966742,127.619496,전라남도 광양시 사곡리 산 254
광양 궁시장,34.98778794,127.5865036,전라남도 광양시 광양읍 구산리 716
매천황현생가,34.99341564,127.561707,전라남도 광양시 봉강면 서석길 14-3
몰운대,35.04638172,128.9680068,부산광역시 사하구 몰운대1길 14(다대동)
다대포 꿈의 낙조분수,35.04638172,128.9680068,부산광역시 사하구 몰운대1길 14(다대동)
용호 Sea-Side 관광지,35.101225,129.120361,부산광역시 남구 용호동 산 205번지
고씨굴 관광지,37.13117779,128.5352623,강원도 영월군 김삿갓면 영월동로 1111
팔공산 하늘정원,36.023813,128.696761,경상북도 군위군 부계면 동산리 산 74-18
김수환 추기경 사랑과 나눔 공원,36.232449,128.599613,경상북도 군위군 군위읍 군위금성로 270
사라온 이야기 마을,36.236155,128.567733,경상북도 군위군 군위읍 동서길 49
다산초당,34.5807211,126.7449445,전라남도 강진군 도암면 다산초당길 68-35
고려청자박물관,34.50866203,126.8008374,전라남도 강진군 대구면 청자촌길 33
백련사,34.58775658,126.747892,전라남도 강진군 도암면 백련사길 145
한려수도조망케이블카,34.82665041,128.4251243,경상남도 통영시 발개로 205
간월도관광지,36.60625263,126.4177537,충청남도 서산시 부석면 간월도리 산33 일원
서산류방택천문기상과학관,36.72735767,126.4131464,충청남도 서산시 인지면 무학로 1353-4
서산버드랜드,36.62951253,126.378389,충청남도 서산시 부석면 천수만로 655-73
서포리관광지,37.2232919,126.1169337,인천광역시 옹진군 덕적면 덕적남로606번길 3
백제문화관광단지,36.30386704,126.9007732,충청남도 부여군 규암면 백제문로 400
고래불관광지,36.57151713,129.4190153,경상북도 영덕군 병곡면 고래불로 68
장사해수욕장관광지,36.2824187,129.3755938,경상북도 영덕군 남정면 동해대로 3592
오색관광지,38.07706115,128.5128997,강원특별자치도 양양군 서면 가라피리 165
지경관광지,37.92741327,128.7948611,강원특별자치도 양양군 현남면 지리 5-1
설해원(양양국제공항),38.05555608,128.6641979,강원특별자치도 양양군 손양면 동호리 510-28
표충비,35.471582,128.6520376,경상남도 밀양시 무안면 동부동안길4
작원관지,35.39853126,128.8665763,경상남도 밀양시 삼랑진읍 작원관지길 77
예림서원,35.46605971,128.7299691,경상남도 밀양시 부북면 예림서원로128
밀양향교,35.50660573,128.7545381,경상남도 밀양시 밀양향교3길 19 (교동)
밀양관아,35.49429512,128.754331,경상남도 밀양시 중앙로348
밀양영남루,35.49154522,128.755608,경상남도 밀양시 중앙로324
만어사,35.454932,128.846222,경상남도 밀양시 삼랑진읍 만어로776
유당공원,34.97010442,127.5924243,전라남도 광양시 광양읍 백운로 14
무릉계곡,37.463551,129.014511,강원도 동해시 삼화로 584
망상,37.59225327,129.0896922,강원도 동해시 동해대로 6270-10
추암,37.477063,129.159196,강원도 동해시 촛대바위길 28
삼척해수욕장,37.47034344,129.1647024,강원도 삼척시 수로부인길 453
맹방관광지,37.39591618,129.2207941,강원도 삼척시 근덕면 상맹방길 30-80
장계관광지,36.37753534,127.6350074,충청북도 옥천군 안내면 장계1길 57
온달관광지,37.06295564,128.4929221,충청북도 단양군 영춘면 온달로 23
천동관광지,36.97401141,128.4165952,충청북도 단양군 단양읍 다리안로 520
다리안관광지,36.9647819,128.4207808,충청북도 단양군 단양읍 소백산등산길 12
"목포근대역사관 1관 (구, 일본영사관)",34.78769578,126.3817942,전라남도 목포시 영산로 29번길 6
"목포근대역사관 2관 (구,동양척식주식회사)",34.78596374,126.3814912,전라남도 목포시 번화로 18
문경새재 도립공원,36.76160207,128.0769905,경상북도 문경시 문경읍 새재로 932
문경 에코랄라(석탄박물관 포함),36.65420039,128.0613259,경상북도 문경시 가은읍 왕능길 112
문경 철로자전거(진남역),36.65438526,128.1283486,경상북도 문경시 마성면 진남1길 155
도림사,35.26727743,127.2575047,전라남도 곡성군 곡성읍 도림로 175
성륜사,35.29704978,127.1208706,전라남도 곡성군 옥과면 미술관로 287
사성암,35.18012828,127.480644,전라남도 구례군 문척면 사성암길 303
운조루,35.20594498,127.5152886,전라남도 구례군 토지면 운조루길 59
한국압화박물관,35.19664998,127.4599106,전라남도 구례군 구례읍 동산1길 29
지리산역사문화관,35.24408524,127.4837599,전라남도 구례군 마산면 화엄사로 377-36
섬진강어류생태관,35.18745224,127.5465226,전라남도 구례군 간전면 간전중앙로 47
레인보우힐링관광지,36.15635341,127.7865137,충청북도 영동군 영동읍 매천리 산 35-1
송호관광지,36.12969079,127.676367,충청북도 영동군 양산면 송호로 105
오수의견관광지,35.54520338,127.3326779,전라북도 임실군 오수면 충효로 2096-16
가우도,34.53639075,126.791046,전라남도 강진군 대구면 중저길 31-27
영랑생가,34.6420738,126.7655711,전라남도 강진군 강진읍 영랑생가길 15
오월드,36.28749807,127.3985061,대전광역시 중구 사정공원로 70
뿌리공원,36.28537962,127.3883,대전광역시 중구 뿌리공원로 79
엑스포과학공원,36.37662561,127.3871992,대전광역시 유성구 대덕대로 480
한밭수목원,36.36646857,127.3880154,대전광역시 서구 둔산대로 169
계족산황톳길,36.40406651,127.4297932,대전광역시 대덕구 장동로 59
대청호반,36.47362538,127.4735679,대전광역시 대덕구 대청로 607
장태산휴양림,36.21596913,127.3412778,대전광역시 서구 장안로 461
대전둘레산길,36.30879672,127.4231236,대전광역시 중구 보문산공원로 440
동춘당,36.36537889,127.4412933,대전광역시 대덕구 동춘당로 80
대전문화예술단지,36.366496,127.3880154,대전광역시 서구 둔산대로 169
진주성,35.19043229,128.0802214,경상남도 진주시 남강로 626(본성동)
진양호,35.17660992,128.0362677,경상남도 진주시 남강로1번길 130(판문동)
경상남도 수목원,35.15719862,128.2957346,경상남도 진주시 이반성면 수목원로 386
수로왕릉,35.23487875,128.8772054,경상남도 김해시 가락로93번길 26(서상동)
노고단,35.23629045,127.5547986,전라남도 구례군 토지면 반곡길 42-237
지리산정원,35.28722643,127.4388392,전라남도 구례군 광의면 온동2길 124
섬진강대숲길,35.18633781,127.4652531,전라남도 구례군 구례읍 원방리 1
화엄사,35.25731602,127.4977197,전라남도 구례군 마산면 화엄사로 239
천은사,35.27309271,127.476325,전라남도 구례군 광의면 노고단로 209
용담호및주변시설,35.94593497,127.5256742,전북특별자치도 진안군 안천면 안용로 793
운장산자연휴양림,35.89924607,127.4211096,전북특별자치도 진안군 정천면 휴향림길 77
데미샘자연휴양림,35.6569938,127.4610402,전북특별자치도 진안군 백운면 데미샘1길 172
금강하구둑관광지,36.01993599,126.736726,충청남도 서천군 마서면 장산로 855번길 56-2
춘장대,36.16334922,126.5243355,충청남도 서천군 서면 춘장대길 20
태안사,35.13195828,127.3863807,전라남도 곡성군 죽곡면 태안로 622-215
롯데워터파크,35.17891121,128.8285605,경상남도 김해시 장유로 555(신문동)
클레이아크김해미술관,35.25086479,128.7447968,경상남도 김해시 진례면 진례로 275-51
김해한옥체험관,35.23436297,128.8766847,경상남도 김해시 가락로93번길 40(봉황동)
노무현대통령생가,35.31448783,128.7701595,경상남도 김해시 진영읍 봉하로111번길 16
예술랜드리조트,34.69510702,127.7769452,"전라남도 여수시 돌산읍 무술목길 142-1,"
여수이순신대교,34.88923653,127.704929,전라남도 여수시 묘도7길 110
허준근린공원,37.56759867,126.8537291,서울특별시 강서구 허준로5길 42
양천향교,37.572863,126.839905,서울특별시 강서구 양천로47나길 53
약사사,37.58312625,126.8050072,서울특별시 강서구 금낭화로17길 261
양천고성지,37.57425363,126.8413319,서울특별시 강서구 양천로47나길 52-54
궁산땅굴역사전시관,37.57266746,126.8383649,서울특별시 강서구 양천로49길 106
허가바위,37.56983571,126.8500301,서울특별시 강서구 허준로5길 15
마이산도립공원 일원,35.75700898,127.3938329,전북특별자치도 진안군 마령면 마이산남로 182
불갑사관광지,35.199675,126.550047,전라남도 영광군 불갑면 불갑사로 450
와인터널,35.71513567,128.7205341,경상북도 청도군 화양읍 송금길 100
프로방스 포토랜드,35.68397476,128.7187441,경상북도 청도군 화양읍 이슬미로 272-28
담양호국민관광지,35.4019831,126.9990829,전라남도 담양군 용면 월계리 149-67
죽녹원,35.32535666,126.9866155,전라남도 담양군 담양읍 죽녹원로 119
메타세쿼이아랜드,35.32342607,127.001993,전라남도 담양군 담양읍 학동리 578-4
소쇄원,35.18433903,127.0121793,전라남도 담양군 가사문학면 소쇄원길 17
천제연폭포,33.2526783,126.4183754,제주특별자치도 서귀포시 천제연로 132(중문동)
산방산,33.23697818,126.312306,제주특별자치도 서귀포시 안덕면 산방로 218-11
아담원,35.440571,127.476826,전라북도 남원시 이백면 목가길 193
남원관광지,35.402481,127.386137,전라북도 남원시 양림길 12
여수해상케이블카,34.7402223,127.7529197,전라남도 여수시 자산4길 39
여수세계박람회장,34.75218956,127.7465005,전라남도 여수시 박람회길 1
여수해양공원,34.73676698,127.7484079,전라남도 여수시 하멜로 96
인천도시역사관,37.39281227,126.6358879,인천광역시 연수구 인천타워대로 238
가천박물관,37.41847997,126.6576026,인천광역시 연수구 청량로102번길 40-9
이봉창 의사 집터,37.540313,126.959653,서울특별시 용산구 백범로 275
백범김구기념관,37.54427794,126.959253,서울특별시 용산구 임정로 26
이봉창 의사 역사울림관,37.54010272,126.960852,서울특별시 용산구 백범로 281-9
남이장군 사당,37.536475,126.958433,서울특별시 용산구 효창원로 88-10
연복사탑중창비,37.5279124,126.963212,서울특별시 용산구 한강대로21나길 7
서울 구 용산철도병원 본관(현 용산역사박물관),37.52557465,126.9656016,서울특별시 용산구 한강대로14길 35-29
왜고개 순교성지,37.52990239,126.9719253,서울특별시 용산구 한강대로40길 46
옛 간조 경성지점 사옥,37.53059231,126.970508,서울특별시 용산구 한강대로42길 13
새남터,37.52587942,126.956708,서울특별시 용산구 이촌로 71
천주교 순교성지 새남터 성당,37.52512658,126.9570717,서울특별시 용산구 이촌로 80-8
이태원 부군당,37.53587802,126.9897044,서울특별시 용산구 녹사평대로40다길 37
유관순 열사 추모비,37.53587802,126.9897044,서울특별시 용산구 녹사평대로40다길 37
한강 나루터,37.530347,127.007028,서울특별시 용산구 한남동 524-6
큰한강 부군당(한남제1부군당),37.531338,127.0103972,서울특별시 용산구 한남대로8길 9-9
작은한강 부군당(한남제2부군당),37.529112,127.0047267,서울특별시 용산구 장문로49길 17-10
이슬람 중앙성원,37.5332513,126.997615,서울특별시 용산구 우사단로10길 39
용산공예관,37.539005,127.0020755,서울특별시 용산구 이태원로 274
서빙고동 부군당,37.520454,126.993114,서울특별시 용산구 서빙고로59길 3-6
동빙고 부군당,37.52214299,126.996145,서울특별시 용산구 서빙고로73길 24-27
용산기지 옛 미군장교숙소(현 용산공원),37.52300977,126.989165,서울특별시 용산구 서빙고로 221
김유신 장군 사당,37.523941,127.000688,서울특별시 용산구 서빙고로91길 28-15
보광동 무후묘,37.527058,126.9973443,서울특별시 용산구 장문로15나길 6
새남터 순교성지,37.52512658,126.9570717,서울특별시 용산구 이촌로 80-8
남산&N서울타워,37.55112257,126.9878678,서울특별시 용산구 남산공원길 105
노들섬,37.51766383,126.9580365,서울특별시 용산구 양녕로 445
월봉서원,35.23583653,126.7451862,광주광역시 광산구 광곡길 133
무양서원,35.21001305,126.8400956,광주광역시 광산구 산월로21번길 26
용아생가,35.14942906,126.7951682,광주광역시 광산구 소촌로46번길 24
호가정,35.08243286,126.7871342,광주광역시 광산구 동곡분토길 195
신창동 유적체험학습관,35.19682512,126.8457374,광주광역시 광산구 신창동 632-4
쌍암공원,35.22222807,126.8442514,광주광역시 광산구 첨단중앙로182번길 39
수완호수공원,35.18794733,126.8202489,광주광역시 광산구 장신로82번길 57
송정작은미술관,35.13510527,126.7933629,광주광역시 광산구 송정로30번길 25
구문소 관광지,37.09296812,129.0422636,강원특별자치도 태백시 동태백로11(동점동)
회산백련지,34.86008886,126.5298981,전라남도 무안군 일로읍 백련로 333
인천가스과학관,37.35281836,126.6121219,인천광역시 연수구 인천신항대로960
인천상륙작전기념관,37.42070925,126.6531798,인천광역시 연수구 청량로160번길 26
연희네슈퍼(영화 1987 촬영지),34.78174519,126.3773176,전라남도 목포시 해안로 127번길 14-2
춤추는 바다분수,34.79666213,126.4337909,전라남도 목포시 평화로 82
목포해상케이블카,34.79940179,126.3700239,전라남도 목포시 해양대학로 240
삼학도크루즈,34.78101571,126.387931,전라남도 목포시 삼학로 92번길 104
김대중노벨평화상기념관,34.78285177,126.3922506,전라남도 목포시 삼학로 92번길 68
목포자연사박물관,34.79372717,126.4210674,전라남도 목포시 남농로 135
갓바위,34.79372717,126.4210674,전라남도 목포시 남농로 135
은파관광지,35.95536227,126.6890748,전라북도 군산시 은파순환길9 (나운동)
금강호관광지,36.01987856,126.7653058,전라북도 군산시 성산면 철새로 120
최참판댁,35.15590905,127.688408,경상남도 하동군 악양면 평사리길 66-7
화개장터,35.18798946,127.6240666,경상남도 하동군 화개면 쌍계로 15
삼성궁,35.23870093,127.7054288,경상남도 하동군 청암면 삼성궁길 2
이병주문학관,35.09720238,127.8942256,경상남도 하동군 북천면 이명골길 14-28
하동레일파크,35.11333681,127.8929765,경상남도 하동군 북천면 경서대로 2446-6
지리산역사관,35.2896912,127.646527,경상남도 하동군 화개면 화개로 1438
하동코리아짚와이어,34.98260917,127.894714,경상남도 하동군 금남면 경충로 493-9
하동 플라이웨이 케이블카,34.98083847,127.8952769,경상남도 하동군 금남면 경충로 461-7
선바위관광지,36.60854407,129.0820141,경상북도 영양군 입암면 영양로 883-16
