관광지명,위도,경도,소재지주소
고씨굴 관광지,37.13117779,128.5352623,강원도 영월군 김삿갓면 영월동로 1111
괴강,36.80676203,127.8252917,충청북도 괴산군 괴산읍 충민로검승3길 10
수옥정,36.81361722,128.036232,"충청북도 괴산군 연풍면 수옥정길 174, 수옥정관광지관리사무소"
칠백의총,36.13145413,127.4923212,충청남도 금산군 금성면 의총리 216
태고사,36.13440357,127.3251004,충청남도 금산군 진산면 청림동로 440
개삼터,36.07533917,127.4783939,충청남도 금산군 남이면 개삼로 101
태조대왕태실,36.19976177,127.4543633,충청남도 금산군 추부면 마전리 산 1-86
보석사,36.054757,127.4753969,충청남도 금산군 남이면 보석사1길 30
보석사   은행나무,36.054757,127.4753969,충청남도 금산군 남이면 보석사1길 30
천안종합휴양관광지,36.75731215,127.2240961,충청남도 천안시 동남구 성남면 종합휴양지로 200
태조산관광지,36.82207666,127.1889559,충청남도 천안시 동남구 태조산길 261
석정온천관광지,35.43111098,126.7405968,전라북도 고창군 고창읍 석정2로 173
창원단감테마공원,35.29915488,128.6632468,경상남도 창원시 의창구 동읍 동읍로 359번길 27
창원의집,35.24444959,128.6813533,경상남도 창원시 의창구 사림로 16번길 59
주남저수지,35.30732964,128.6779306,경상남도 창원시 의창구 동읍 주남로 101번길 26
마금산온천,35.35464845,128.6094168,경상남도 창원시 의창구 북면 천주로 1167
창원과학체험관,35.230268,128.6617774,경상남도 창원시 성산구 충혼로 72번길 16
마산해양레포츠센터,35.19796654,128.5759021,경상남도 창원시 마산합포구 제2부두로 56
웅천도요지전시관,35.12738997,128.8155983,경상남도 창원시 진해구 두동도요로 198
진해해양레포츠센터,35.14129989,128.6883002,경상남도 창원시 진해구 천자로 160
안성남사당공연장,37.03172757,127.3101553,안성시 보개면 남사당로 198-2
안성맞춤랜드,37.03326816,127.3102514,안성시 보개면 남사당로 198
안성맞춤캠핑장,37.0301714,127.3134194,안성시 보개면 남사당로 196-31
사계절썰매장,37.03132577,127.3113281,안성시 보개면 남사당로 198-3
천문과학관,37.03291074,127.3125372,안성시 보개면 남사당로 198-9
공예문화센터,37.0345765,127.3112908,안성시 보개면 남사당로 198-11
안성맞춤박물관,37.011318,127.228354,안성시 대덕면 서동대로 4726-15
안성3.1운동기념관,37.06278592,127.1752942,안성시 원곡면 만세로 868
박두진문학관,37.03497856,127.3108743,안성시 보개면 남사당로 198-11
고양관광정보센터,37.65948674,126.7726989,경기도 고양시 일산동구 중앙로1271-1
행주산성,37.59610775,126.8287118,경기도 고양시 덕양구 행주로 15번길 89
광명동굴,37.42467857,126.8634321,경기도 광명시 가학로 85번길 142
산정호수,38.065669,127.315722,경기도 포천시 영북면 산정호수로411번길 5 일원
백운계곡,38.072165,127.409889,경기도 포천시 이동면 포화로 236-24 일원
화암관광지,37.35092374,128.7896216,강원특별자치도 정선군 화암면 화암동굴길 12-13
아우라지 관광지,37.47574407,128.7243663,강원특별자치도 정선군 여량면 아우라지길 69
예술의전당,37.4802402,127.0142152,서울특별시 서초구 남부순환로 2406
국립국악원,37.47771881,127.0098185,서울특별시 서초구 남부순환로 2364
헌인릉,37.46537744,127.0837156,서울특별시 서초구 헌인릉길 36-10
매헌 윤봉길의사 기념관,37.4730498,127.0369771,서울특별시 서초구 매헌로 99
고투몰,37.50622031,127.0050517,서울특별시 서초구 신반포로 지하200
세빛섬· 반포대교 달빛무지개분수,37.5124362,126.9959623,서울특별시 서초구 올림픽대로 2085-14
삼성딜라이트,37.4966085,127.0269023,서울특별시 서초구 서초대로74길 11
오성한옥마을,35.90695186,127.2367573,전라북도 완주군 소양면 오도길 73
무궁화오토캠핑장,35.97398132,127.2315513,전라북도 완주군 고산면 고산휴양림로 89
송광사&벚꽃길,35.885763,127.2417509,전라북도 완주군 소양면 송광수만로 255-16
위봉사&위봉폭포&위봉산성,35.9105769,127.2572831,전라북도 완주군 소양면 위봉길 53
화암사,36.06629938,127.2872339,전라북도 완주군 경천면 화암사길 271
춘향테마파크,35.401464,127.386902,전라북도 남원시 양림길 14-9
남원항공우주천문대,35.399194,127.387388,전라북도 남원시 양림길 48-63
남원시립김병종미술관,35.398706,127.389555,전라북도 남원시 함파우길 65-14
혼불문학관,35.481096,127.319992,전라북도 남원시 사매면 노봉안길 52
국악의 성지,35.459997,127.569101,전라북도 남원시 운봉읍 비전길 69
지리산허브밸리,35.435092,127.548617,전라북도 남원시 운봉읍 바래봉길 214
남원백두대간생태교육장전시관,35.397328,127.5079302,전라북도 남원시 운봉읍 운봉로 151
만인의총,35.420404,127.377325,전라북도 남원시 만인로 3
만리포 관광지,36.79000781,126.1465709,충청남도 태안군 소원면 만리포2길 190-3
한탄강관광지,38.00887699,127.0588604,경기도연천군전곡읍선사로76
연천재인폭포,38.07672631,127.142345,경기도 연천군 연천읍 부곡리 193
연천호로고루,37.98583872,126.8596065,경기도 연천군 장남면 원당리 1258
당포성,38.02350322,126.9854182,경기도 연천군 미산면 동이리 778
연천전곡리유적,38.01564838,127.0614526,경기도연천군전곡읍양연로1510
무주 덕유산 리조트,35.889797,127.731389,전북특별자치도 무주군 설천면 만선로 185
대둔산도립공원,36.11708032,127.3328815,전라북도 완주군 운주면 대둔산공원길 23
모악산도립공원,35.72946608,127.1098589,전라북도 완주군 구이면 모악산길 91
고산자연휴양림,35.96224205,127.2328719,전라북도 완주군 고산면 고산휴양림로 246
상관 공기마을 편백숲,35.737491,127.2023884,전라북도 완주군 상관면 죽림편백길 191-24
대아수목원&대아호,35.97623865,127.3003851,전라북도 완주군 동상면 대아수목로 94-34
비비정,35.90154901,127.071693,전라북도 완주군 삼례읍 비비정길 96-9
비비정예술열차,35.89880244,127.0676418,전라북도 완주군 삼례읍 비비정길 73-21
삼례문화예술촌,35.90623513,127.0658535,전라북도 완주군 삼례읍 삼례역로 81-13
삼례책마을,35.90745719,127.065756,전라북도 완주군 삼례읍 삼례역로 68
그림책미술관,35.90832046,127.068059,전라북도 완주군 삼례읍 삼례역로 48-1
대한민국술테마박물관,35.726048,127.1361627,전라북도 완주군 구이면 덕천전원길 232-58
완주전통문화체험장,35.98879491,127.261342,전라북도 완주군 고산면 대아저수로 416
청소년전통문화체험관,35.98879491,127.261342,전라북도 완주군 고산면 대아저수로 416
놀토피아,35.98879491,127.261342,전라북도 완주군 고산면 대아저수로 416
부평아트센터,37.4822383,126.7049334,인천광역시 부평구 아트센터로 166
기후변화체험관,37.50932668,126.7307645,인천광역시 부평구 장제로 267
부평역사박물관,37.51214216,126.7379081,인천광역시 부평구 굴포로 151
부평안전체험관,37.51098789,126.7333177,인천광역시 부평구 굴포로 110
인천나비공원,37.52026697,126.6927245,인천광역시 부평구 평천로 26-47
오색관광지,38.07706115,128.5128997,강원도 양양군 서면 가라피리 165
지경관광지,37.92741327,128.7948611,강원도 양양군 현남면 지리 5-1
설해원(양양국제공항),38.05555608,128.6641979,강원도 양양군 손양면 동호리 510-28
좌구산휴양랜드,36.70556821,127.6511216,충청북도 증평군 증평읍 솟점말길 107
좌구산 천문대,36.70370345,127.6530963,충청북도 증평군 증평읍 솟점말길 187
증평민속체험박물관,36.7638886,127.5955694,충청북도 증평군 증평읍 둔덕길 89
보강천 미루나무숲,36.78834006,127.5810146,충청북도 증평군 증평읍 송산리 649-45
증평인삼문화센터,36.79588146,127.5817602,충청북도 증평군 증평읍 중부로 2451
에듀팜특구관광단지(벨포레리조트),36.84514868,127.5821182,충청북도 증평군 도안면 벨포레길 346
황령산관광지,35.1552432,129.1029084,부산광역시 수영구 황령산로 156
이바구공작소,35.11709939,129.0338233,부산광역시 동구 망양로486번길 14-13
장기려더나눔센터,35.11853593,129.0326526,부산광역시 동구 영초윗길 48
이바구충전소,35.11735028,129.034686,부산광역시 동구 영초윗길 25
168계단 부대시설,35.1176995,129.0353474,부산광역시 동구 영초윗길26번길 14
김민부전망대,35.1176995,129.0353474,부산광역시 동구 영초윗길26번길 14
유치환의 우체통,35.12209588,129.0338423,부산광역시 동구 망양로580번길 2
소흥관(한중우호센터),35.11507608,129.0375502,부산광역시 동구 초량중로 36
만화체험관,35.13778041,129.0497944,부산광역시 동구 성북로 42-1
안용복기념 부산포개항문화관,35.13563677,129.0529467,부산광역시 동구 증산로 100
좌천동굴,35.13325838,129.0522683,부산광역시 동구 고관로185번길 1
만화카페,35.13675143,129.0496096,부산광역시 동구 성북로 31
명란브랜드연구소,35.117117,129.035016,부산광역시 동구 영초윗길 22-1
농월정,35.62464301,127.7815571,경상남도 함양군 안의면 농월정길 9-35
속초해수욕장,38.19014712,128.603531,강원도 속초시 해오름로 186
척산온천,38.190269,128.5407013,강원도 속초시 관광로 327
설악한화리조트,38.21030027,128.5287216,강원도 속초시 미시령로 2983번길 111
우장춘기념관,35.213515,129.0720181,부산광역시 동래구 우장춘로62번길 7(온천동)
장영실과학동산,35.20916308,129.0896688,부산광역시 동래구 동래역사관길 18(복천동)
박차정의사생가,35.20169645,129.090397,부산광역시 동래구 명륜로 98번길 129-10(칠산동)
금강공원,35.21962513,129.075758,부산광역시 동래구 우장춘로 155 (온천동)
허심청,35.221157,129.0826889,부산광역시 동래구 온천장로107번길 32 (온천동)
복천박물관,35.20877662,129.0911741,부산광역시 동래구 복천로 63(복천동)
충렬사,35.199577,129.0959922,부산광역시 동래구 충렬대로 345
해양자연사박물관,35.2219498,129.075647,부산광역시 동래구 우장춘로 175 (온천동)
서창한옥문화관,35.11523537,126.8300424,광주광역시 서구 눌재로 420
용대관광지,38.18568475,128.3061965,강원도 인제군 북면 십이선녀탕길 16
방동관광지,37.94387136,128.3962628,강원도 인제군 기린면 방동약수로 89-59
에코촌유스호스텔,34.92310938,127.5164423,전라남도 순천시 해룡면 생태배움길 123
순천자연휴양림,35.04388083,127.4744949,전라남도 순천시 서면 청소년수련원길 170
기독교역사박물관,34.96043473,127.4801207,전라남도 순천시 매산길 61(매곡동)
승주골프장,34.89477542,127.4482083,전라남도 순천시 별량면 오실길 333
파인힐스골프장,35.03454985,127.2723022,전라남도 순천시 주암면 송광사길 99
레이크힐스골프장,35.0453779,127.3092617,전라남도 순천시 주암면 행정1길 77
순천컨트리클럽,34.86653556,127.4059214,전라남도 순천시 별량면 동화사길 85
부영컨트리클럽,34.94005246,127.5555065,전라남도 순천시 해룡면 신대로 188
고석정,38.18542141,127.2874037,강원도 철원군 동송읍 태봉로 1825
직탕,38.2069247,127.2690548,강원도 철원군 갈말읍 직탕길 32
그림책도서관,34.9579091,127.4860252,전라남도 순천시 도서관길 33(동외동)
순천시청소년수련원,35.04652524,127.4733227,전라남도 순천시 서면 청소년수련원길 167
순천용오름마을,35.0921171,127.2020571,전라남도 순천시 주암면 운룡2길 17
순천향매실마을,35.0622232,127.4045173,전라남도 순천시 월등면 계월길 138
순천생태마을,35.06648711,127.3602718,전라남도 순천시 승주읍 고산도목길 9
거차뻘배체험마을,34.8375993,127.4474457,전라남도 순천시 별량면 거차길 130
낙안민속자연휴양림,34.91226789,127.3523884,전라남도 순천시 낙안면 민속마을길 1600
신정호국민관광지,36.77152141,126.9839152,충청남도 아산시 신정로 616
아산온천관광지,36.69884759,126.9666069,충청남도 아산시 송악면 도송로632번길 138
포로수용소유적공원,34.87637998,128.625371,경상남도 거제시 계룡로 61
거제해금강,34.73266258,128.683858,경상남도 거제시 남부면 갈곶리 산 1
외도,34.769507,128.7129368,경남 거제시 일운면 외도길 17
공곶이,34.79451496,128.713906,경상남도 거제시 일운면 와현리 87
김영삼전대통령생가기록전시관,34.931413,128.715439,경상남도 거제시 장목면 옥포대첩로 743
문동휴양지,34.85648266,128.6628354,경상남도 거제시 문동동 산 8
바람의언덕,34.74401583,128.6632699,경상남도 거제시 남부면 갈곶리 산14-47
우제봉전망대,34.732023,128.673563,경남 거제시 남부면 갈곶리 산2-16
방화동가족휴가촌,35.59064179,127.5268761,전북특별자치도 장수군 번암면 방화동로 778
운일암반일암,35.97596963,127.408748,전북특별자치도 진안군 주천면 동상주천로 1924
간현관광지,37.36489327,127.832544,강원도 원주시 지정면 소금산길 26
봉두산,35.13195828,127.3863807,전라남도 곡성군 죽곡면 태안로 622-215
설산,35.29950593,127.1025224,전라남도 곡성군 옥과면 설옥리 산 256-1
명승 거창 수승대,35.760923,127.8336763,경상남도 거창군 위천면 은하리길 2
가조온천,35.69875771,128.0231044,경상남도 거창군 가조면 온천길161
김포평화누리길 1코스,37.6535376,126.5533799,경기도 김포시 대곶면 대명리 561(대명항)
김포평화누리길 2코스,37.73869766,126.5484911,경기도 김포시 월곶면 성동리 산49(문수산성)
김포평화누리길 3코스,37.70077831,126.6622045,경기도 김포시 하성면 전류리 43-4(전류리 포구)
김포 장릉,37.6107519,126.7126583,경기도 김포시 장릉로 79(풍무동)
애기봉 평화생태공원,37.75316598,126.5942484,경기도 김포시 월곶면 평화공원로 289
문수산성,37.7429948,126.5467533,경기도 김포시 월곶면 성동리 산50
김포함상공원,37.6406387,126.539261,경기도 김포시 대곶면 대명항1로 110-36
덕포진,37.6506248,126.5387862,경기도 김포시 대곶면 덕포진로103번길 90
덕포진교육박물관,37.6506248,126.5387862,경기도 김포시 대곶면 덕포진로103번길 90
섬진강문화학교 독도사진전시관,35.14820762,127.3603367,전라남도 곡성군 죽곡면 태안로 793
시사교육박물관 김갑진 갤러리,35.11000012,127.262542,전라남도 곡성군 목사동면 대곡당산길 1
아산조방원미술관,35.29706668,127.1226056,전라남도 곡성군 옥과면 미술관로 288
곡성생태체험관,35.31719414,127.1699834,전라남도 곡성군 옥과면 월파로 295
심청효문화센터,35.20836622,127.1288481,전라남도 곡성군 오산면 오산로 254-4
심청골짝나라학교,35.17183675,127.2580116,전라남도 곡성군 석곡면 방주마천목길 107
심청한옥마을,35.23063008,127.3575205,전라남도 곡성군 오곡면 심청로 178
곡성청소년야영장,35.22777786,127.369723,전라남도 곡성군 고달면 가정마을길 51
곡성기차마을전통시장,35.27976851,127.2984461,전라남도 곡성군 곡성읍 곡성로 856
곡성기차마을 패러글라이딩체험,35.26672854,127.3087391,전라남도 곡성군 오곡면 덕산리 123-6
섬진강 레일바이크,35.23015492,127.3682034,전라남도 곡성군 오곡면 섬진강로 1465 (가정역)
곡성집라인,35.23192974,127.3698908,전라남도 곡성군 오곡면 섬진강로 1492
대황강 출렁다리,35.15035107,127.3286414,전라남도 곡성군 죽곡면 태평리 783
반구정습지,35.11550817,127.2453298,전라남도 곡성군 석곡면 봉전리 34-1
대황강자연휴식공원,35.12890532,127.2559931,전라남도 곡성군 석곡면 석곡리 246-12
섬진강변 철쭉길,35.26690786,127.3325028,전라남도 곡성군 오곡면 섬진강로 2068
섬진강변 자전거하이킹,35.27753393,127.3082912,전라남도 곡성군 오곡면 기차마을로 232
두계 농촌체험 휴양마을,35.24354627,127.3790396,전라남도 곡성군 고달면 두계길 126
봉조 농촌체험 휴양마을,35.21496518,127.3604656,전라남도 곡성군 오곡면 봉조길 114
상한 농촌체험 휴양마을,35.16105726,127.3987916,전라남도 곡성군 죽곡면 상한길 240
무창 농촌체험 휴양마을,35.28642041,127.1520961,전라남도 곡성군 옥과면 금의길 59
안개 농촌체험 휴양마을,35.29052093,127.3419816,전라남도 곡성군 고달면 고산로 39-18
가정 농촌체험 휴양마을,35.22727591,127.3704119,전라남도 곡성군 고달면 가정마을길 65
죽산 농촌체험 휴양마을,35.23352336,127.1752282,전라남도 곡성군 겸면 죽산하늘재길42
용암 농촌체험 휴양마을,35.12878212,127.3134337,전라남도 곡성군 목사동면 용사용암길 8-2
칠봉 농촌체험 휴양마을,35.24620059,127.1802226,전라남도 곡성군 겸면 칠봉길 89
봉정 농촌체험 휴양마을,35.19394727,127.3107811,전라남도 곡성군 죽곡면 봉정길 43-137
대신주말농장 정보화마을,35.29488111,127.3237142,전라남도 곡성군 곡성읍 신리길 24-1
심우장,37.5936268,126.9916662,서울특별시 성북구 성북로29길 24
길상사,37.59910942,126.9946522,서울특별시 성북구 선잠로5길 68(성북동)
한국가구박물관,37.60037831,126.9934492,서울특별시 성북구 대사관로121
성류굴 관광지,36.95884825,129.3794409,경상북도 울진군 근남면 성류굴로 202
백암온천 관광지,36.72132775,129.343467,경상북도 울진군 온정면 온천로 7
꽃보라동산,35.88935018,128.601059,대구광역시 북구 산격동 1500-6
운암지수변공원,35.93241418,128.5674979,대구광역시 북구 구암동 349
팔달대교 야경,35.89629048,128.5491628,대구광역시 북구 팔달동 524-4
금호강하중도,35.90019471,128.5595886,대구광역시 북구 노곡동 673
경북대학교 캠퍼스,35.88909849,128.6143217,대구광역시 북구 대학로80
함지공원,35.9424608,128.570482,대구광역시 북구 동암로38길 9
구암서원,35.89881592,128.5989989,대구광역시 북구 연암공원로17길 20
침산정,35.897221,128.5848591,대구광역시 북구 침산남로9길 118
화순온천,35.1624699,127.0837781,전라남도 화순군 백아면 옥리길 14-7
도곡온천,35.02470562,126.903529,전라남도 화순군 도곡면 온천2길 44
운주사,34.92906333,126.8825635,전라남도 화순군 도암면 천태로 91-44
사계고택,36.265691,127.2719783,충청남도 계룡시 두마면 사계로 122-4
모원재,36.254886,127.2732753,충청남도 계룡시 두마면 왕대2길6-10
염선재,36.2693923,127.261851,충청남도 계룡시 사계로 5-16(금암동)
이심원충신정려현판,36.280034,127.2470773,충청남도 계룡시 금암1 길 7(금암동)
신원재,36.255245,127.2705257,충청남도 계룡시 두마면 왕대2길43
경산상대온천,35.78037855,128.7922287,경상북도 경산시 남산면 상대로116길 18
동의한방촌,35.79937497,128.800141,경상북도 경산시 남산면 삼성현공원로38
삼성현역사문화공원,35.80168834,128.7966117,경상북도 경산시 남산면 삼성현공원로59
자인계정숲,35.81784608,128.8189958,경상북도 경산시 자인면 계정길 68
창녕 우포늪,35.54456088,128.4191195,경상남도 창녕군 유어면 우포늪길 220
화왕산,35.54419647,128.5344873,경상남도 창녕군 창녕읍 옥천리 산322
부곡온천관광특구,35.4361725,128.5916371,경상남도 창녕군 부곡면 원앙로 218
낙동강 유채단지,35.384718,128.4715696,경상남도 창녕군 남지읍 남지리 835-25
달성토성마을,35.87331563,128.5753765,대구광역시 서구 국채보상로 83길 21 (비산동) 일대
대성관광지,37.681431,127.379521,경기도 가평군 청평면 대성강변길 14
산장관광지,37.754183,127.410629,경기도 가평군 상면 덕현산장길 71 산장관광지
신라불교초전지,36.29090918,128.3633378,경상북도 구미시 도개면 도개다곡길 389-46
창녕 남지 개비리,35.3945598,128.4405466,경상남도 창녕군 남지읍 용산리 160-2
산토끼노래동산,35.57772326,128.38358,경상남도 창녕군 이방면 이방로 623
창녕 영산 만년교,35.45282939,128.5283272,경상남도 창녕군 영산면 동리 433
하회관광지,36.5489594,128.5274931,경상북도 안동시 풍천면 전서로 206
안동문화관광지,36.5695076,128.7786154,경상북도 안동시 관광단지로 346-30
능강관광지,36.99002277,128.1956764,충청북도 제천시 수산면 옥순봉로 1248
금월봉관광지,37.04384263,128.1736527,충청북도 제천시 금성면 청풍호로 1316
계산관광지,37.017861,128.130911,충청북도 제천시 청풍면 계산리 9-4
만남의광장,37.01083356,128.1811895,충청북도 제천시 청풍면 청풍호로50길 6
제천 성내관광지,37.03366403,128.1751729,충청북도 제천시 금성면 청풍호로 1482
제천온천관광지,36.92183352,128.1819714,충청북도 제천시 수산면 내리 산24
교리관광지,37.01656717,128.1768531,충청북도 제천시 청풍면 청풍호로 1798
팔봉산관광지,37.703098,127.695183,강원특별자치도 홍천군 서면 한치골길 1124
소노벨비발디파크,37.65233706,127.6873348,강원특별자치도 홍천군 서면 한치골길 262
오전약수관광지,37.01209531,128.7457209,경상북도 봉화군 물야면 문수로 1541
다덕약수관광지,36.9141215,128.8273232,경상북도 봉화군 봉성면 다덕로 873
다도박물관,37.7375035,126.5744366,경기도 김포시 월곶면 애기봉로275번길 187-49
